# h [m]         T [K]           p [Pa]          rho [kg/m3]
47500		270.65		104.123		0.00134022
48000		270.65		97.7545		0.00125825
48500		270.65		91.7756		0.00118129
49000		270.65		86.1623		0.00110904
49500		270.65		80.8924		0.00104121
50000		270.65		75.9448		0.000977525
50500		270.65		71.2998		0.000917737
51000		270.65		66.9389		0.000861606
51500		269.25		62.8344		0.00081298
52000		267.85		58.9622		0.000766867
52500		266.45		55.3101		0.000723147
53000		265.05		51.8668		0.00068171
53500		263.65		48.6213		0.000642446
54000		262.25		45.5632		0.000605252
54500		260.85		42.6826		0.00057003
55000		259.45		39.97		0.000536684
55500		258.05		37.4166		0.000505124
56000		256.65		35.0137		0.000475263
56500		255.25		32.7532		0.000447019
57000		253.85		30.6274		0.000420311
57500		252.45		28.629		0.000395065
58000		251.05		26.7509		0.000371207
58500		249.65		24.9865		0.000348668
59000		248.25		23.3296		0.000327382
59500		246.85		21.774		0.000307287
60000		245.45		20.3143		0.000288321
60500		244.05		18.9448		0.000270427
61000		242.65		17.6606		0.00025355
61500		241.25		16.4568		0.000237638
62000		239.85		15.3287		0.00022264
62500		238.45		14.272		0.000208509
63000		237.05		13.2826		0.0001952
63500		235.65		12.3565		0.000182669
64000		234.25		11.49		0.000170875
64500		232.85		10.6796		0.000159778
65000		231.45		9.92203		0.000149342
65500		230.05		9.21406		0.00013953
66000		228.65		8.55275		0.000130308
66500		227.25		7.93526		0.000121645
67000		225.85		7.35895		0.00011351
67500		224.45		6.8213		0.000105873
68000		223.05		6.31992		9.87069E-05
68500		221.65		5.85259		9.19852E-05
69000		220.25		5.41717		0.000085683
69500		218.85		5.01168		7.97764E-05
70000		217.45		4.63422		0.000074243
70500		216.05		4.28303		6.90613E-05
71000		214.65		3.95642		0.000064211
71500		213.65		3.6531		5.95657E-05
72000		212.65		3.37176		0.000055237
72500		211.65		3.11092		5.12046E-05
73000		210.65		2.86917		4.74496E-05
73500		209.65		2.64518		0.000043954
74000		208.65		2.43773		0.000040701
74500		207.65		2.24567		3.76748E-05
75000		206.65		2.06792		3.48607E-05
75500		205.65		1.90348		3.22446E-05
76000		204.65		1.7514		2.98135E-05
76500		203.65		1.61082		2.75551E-05
77000		202.65		1.48092		2.54579E-05
77500		201.65		1.36092		2.35111E-05
78000		200.65		1.25012		2.17046E-05
78500		199.65		1.14786		2.00289E-05
79000		198.65		1.05351		1.84751E-05
79500		197.65		0.966494	1.70349E-05
80000		196.65		0.88628		1.57005E-05
80500		195.65		0.812363	1.44647E-05
81000		194.65		0.74428		1.33205E-05
81500		193.65		0.681595	1.22616E-05
82000		192.65		0.623905	0.000011282
82500		191.65		0.570835	1.03762E-05
83000		190.65		0.522037	9.53899E-06
83500		189.65		0.477186	8.76542E-06
84000		188.65		0.435981	8.05098E-06
84500		187.65		0.398143	7.39143E-06
85000		186.946		0.36342		6.77222E-06
85500		186.946		0.331686	6.18086E-06
86000		186.946		0.302723	5.64114E-06
